name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,icon
HD 24064 b,979.0,6.74616,Gas Giant,2015,12.89,Jupiter,1.1,Jupiter,1.29,1.5,0.35,Radial Velocity,jupi
HD 2685 b,642.0,9.595,Gas Giant,2019,1.17,Jupiter,1.44,Jupiter,0.0568,0.011225188,0.09,Transit,jupi
HD 26965 b,16.0,4.42018,Neptune-like,2018,8.47,Earth,0.254,Jupiter,,0.11608488,0.04,Radial Velocity,np
HD 27894 d,143.0,9.36,Gas Giant,2017,6.78167,Jupiter,1.13,Jupiter,5.359964,13.8,0.34,Radial Velocity,jupi
HD 28109 d,455.0,9.42,Neptune-like,2022,5.681,Earth,0.29,Jupiter,0.411,0.23080082,0.0864,Transit,np
HD 28185 c,128.0,7.8,Gas Giant,2022,19.58437,Jupiter,1.08,Jupiter,13.109497,47.7,0.12,Radial Velocity,jupi
HD 285968 b,31.0,9.95,Neptune-like,2008,8.4,Earth,0.253,Jupiter,0.066,0.024093088,0.0,Radial Velocity,np
HD 290327 b,184.0,8.99,Gas Giant,2009,2.43,Jupiter,1.18,Jupiter,3.43,6.7,0.08,Radial Velocity,jupi
HD 2952 b,359.0,5.9258,Gas Giant,2013,1.37,Jupiter,1.21,Jupiter,1.23,0.8531143,0.13,Radial Velocity,jupi
HD 30856 b,428.0,7.91,Gas Giant,2011,1.547,Jupiter,1.21,Jupiter,1.85,2.3,0.06,Radial Velocity,jupi
HD 31527 d,125.0,7.49,Neptune-like,2019,11.82,Earth,0.309,Jupiter,0.8098,0.7438741,0.24,Radial Velocity,np
HD 3167 e,154.0,8.97,Neptune-like,2022,9.74,Earth,0.276,Jupiter,0.4048,0.27953455,0.6,Radial Velocity,np
HD 330075 b,148.0,9.36,Gas Giant,2004,0.48,Jupiter,1.27,Jupiter,0.04,0.009308693,0.0,Radial Velocity,jupi
HD 33564 b,68.0,5.10111,Gas Giant,2005,9.1,Jupiter,1.12,Jupiter,1.1,1.0622861,0.34,Radial Velocity,jupi
HD 33844 c,345.0,7.29,Gas Giant,2015,1.75,Jupiter,1.2,Jupiter,2.24,2.5,0.13,Radial Velocity,jupi
HD 35759 b,232.0,7.74,Gas Giant,2016,3.76,Jupiter,1.16,Jupiter,0.389,0.2258727,0.39,Radial Velocity,jupi
HD 3651 b,36.0,5.88437,Gas Giant,2003,0.228,Jupiter,0.899,Jupiter,0.295,0.17056811,0.65,Radial Velocity,jupi
HD 40307 g,42.0,7.17,Neptune-like,2013,7.1,Earth,0.229,Jupiter,0.6,0.5415469,0.29,Radial Velocity,np
HD 42012 b,120.0,8.44,Gas Giant,2017,1.6,Jupiter,1.21,Jupiter,1.67,2.3,0.2,Radial Velocity,jupi
HD 42618 b,79.0,6.87,Neptune-like,2016,14.4,Earth,0.347,Jupiter,0.554,0.4095825,0.19,Radial Velocity,np
HD 45350 b,153.0,7.89,Gas Giant,2004,1.79,Jupiter,1.2,Jupiter,1.92,2.6,0.78,Radial Velocity,jupi
HD 457 b,180.0,7.72,Gas Giant,2022,23.8334,Jupiter,1.07,Jupiter,15.443431,55.7,0.57,Radial Velocity,jupi
HD 47186 c,122.0,7.63,Gas Giant,2008,0.35061,Jupiter,1.16,Jupiter,2.395,3.7,0.25,Radial Velocity,jupi
HD 47366 c,275.0,6.11151,Gas Giant,2016,1.88,Jupiter,1.2,Jupiter,1.97,1.9,0.1,Radial Velocity,jupi
HD 47536 b,400.0,5.25,Gas Giant,2002,7.32,Jupiter,1.13,Jupiter,1.93,2.0,0.2,Radial Velocity,jupi
HD 4917 b,666.0,8.03,Gas Giant,2018,1.615,Jupiter,1.21,Jupiter,1.167,1.0965092,0.07,Radial Velocity,jupi
HD 49674 b,140.0,8.1,Neptune-like,2002,31.783,Earth,0.553,Jupiter,0.06,0.013415469,0.09,Radial Velocity,np
HD 55696 b,254.0,7.95,Gas Giant,2018,3.87,Jupiter,1.16,Jupiter,3.18,5.0,0.71,Radial Velocity,jupi
HD 5583 b,715.0,7.604,Gas Giant,2016,5.78,Jupiter,1.14,Jupiter,0.53,0.38165638,0.08,Radial Velocity,jupi
HD 5891 b,925.0,8.09,Gas Giant,2011,7.63,Jupiter,1.13,Jupiter,0.64,0.48487338,0.07,Radial Velocity,jupi
HD 59686 A b,291.0,5.44299,Gas Giant,2016,6.92,Jupiter,1.13,Jupiter,1.086,0.8197125,0.05,Radial Velocity,jupi
HD 60532 c,85.0,4.44,Gas Giant,2008,2.51,Jupiter,1.18,Jupiter,1.6,1.6,0.03,Radial Velocity,jupi
HD 62364 c,173.0,7.32,Gas Giant,2022,24.80132,Jupiter,1.07,Jupiter,36.876427,205.0,0.77,Radial Velocity,jupi
HD 66428 c,174.0,8.25,Gas Giant,2021,2.4173,Jupiter,1.18,Jupiter,9.418207,28.7,0.21,Radial Velocity,jupi
HD 6718 b,167.0,8.45,Gas Giant,2009,1.68,Jupiter,1.2,Jupiter,3.55,6.8,0.1,Radial Velocity,jupi
HD 68402 b,256.0,9.11,Gas Giant,2016,3.07,Jupiter,1.17,Jupiter,2.18,3.0,0.03,Radial Velocity,jupi
HD 7199 b,118.0,8.06,Gas Giant,2011,0.27,Jupiter,0.993,Jupiter,1.36,1.7,0.19,Radial Velocity,jupi
HD 72659 c,169.0,7.46,Gas Giant,2022,18.71468,Jupiter,1.08,Jupiter,13.940621,49.9,0.09,Radial Velocity,jupi
HD 73534 b,272.0,8.23,Gas Giant,2008,1.112,Jupiter,1.23,Jupiter,2.99,4.8,0.13,Radial Velocity,jupi
HD 74156 c,188.0,7.61,Gas Giant,2003,9.10703,Jupiter,1.12,Jupiter,3.676463,6.7,0.38,Radial Velocity,jupi
HD 75289 b,95.0,6.35,Gas Giant,1999,0.49,Jupiter,1.27,Jupiter,0.05,0.009582478,0.03,Radial Velocity,jupi
HD 75898 b,255.0,8.03,Gas Giant,2007,2.71,Jupiter,1.18,Jupiter,1.191,1.157837,0.11,Radial Velocity,jupi
HD 76700 b,199.0,8.16,Gas Giant,2002,0.21,Jupiter,0.856,Jupiter,0.05,0.0109514035,0.09,Radial Velocity,jupi
HD 79181 b,337.0,5.72,Gas Giant,2021,0.64,Jupiter,1.26,Jupiter,0.9,0.74770707,0.26,Radial Velocity,jupi
HD 7924 d,55.0,7.17896,Neptune-like,2015,6.44,Earth,0.216,Jupiter,0.1551,0.067077346,0.21,Radial Velocity,np
HD 79498 b,160.0,8.05,Gas Giant,2011,1.34,Jupiter,1.22,Jupiter,2.98,5.0,0.58,Radial Velocity,jupi
HD 80869 b,279.0,8.48,Gas Giant,2021,5.65664,Jupiter,1.14,Jupiter,2.906141,4.8,0.92,Radial Velocity,jupi
HD 81040 b,112.0,7.72,Gas Giant,2005,6.83498,Jupiter,1.13,Jupiter,1.988479,2.8,0.56,Radial Velocity,jupi
HD 82886 b,414.0,7.62,Gas Giant,2011,2.33,Jupiter,1.19,Jupiter,1.58,1.9,0.07,Radial Velocity,jupi
HD 83443 c,133.0,8.23,Gas Giant,2022,1.5,Jupiter,1.21,Jupiter,8.0,22.6,0.76,Radial Velocity,jupi
HD 8574 b,146.0,7.12,Gas Giant,2002,2.03,Jupiter,1.19,Jupiter,0.76,0.62149215,0.3,Radial Velocity,jupi
HD 86065 b,132.0,9.36,Gas Giant,2022,8.81576,Jupiter,1.12,Jupiter,16.10719,70.6,0.22,Radial Velocity,jupi
HD 86226 c,149.0,7.93,Super Earth,2020,7.25,Earth,2.16,Earth,0.049,0.0109514035,0.08,Transit,sat
HD 86264 b,221.0,7.41,Gas Giant,2009,12.81667,Jupiter,1.1,Jupiter,2.762119,4.1,0.82,Radial Velocity,jupi
HD 89345 b,432.0,9.38,Neptune-like,2018,34.9613,Earth,0.66,Jupiter,0.1066,0.03230664,0.22,Transit,np
HD 89744 b,126.0,5.73469,Gas Giant,1999,8.35,Jupiter,1.12,Jupiter,0.917,0.70308006,0.68,Radial Velocity,jupi
HD 92788 c,113.0,7.31637,Gas Giant,2019,3.67,Jupiter,1.16,Jupiter,10.5,31.8,0.46,Radial Velocity,jupi
HD 93963 A c,269.0,9.182,Super Earth,2022,19.2,Earth,0.288,Jupiter,0.04813,0.009856262,0.0,Transit,sat
HD 95089 c,447.0,7.92,Gas Giant,2018,3.45,Jupiter,1.17,Jupiter,3.33,4.9,0.28,Radial Velocity,jupi
HD 95127 b,2207.0,8.15,Gas Giant,2015,10.63,Jupiter,1.11,Jupiter,1.28,1.3196441,0.11,Radial Velocity,jupi
HD 95338 b,121.0,8.62,Gas Giant,2020,0.13353,Jupiter,0.347,Jupiter,0.262,0.15085557,0.2,Radial Velocity,jupi
HD 95735 c,19.0,7.49,Neptune-like,2021,13.6,Earth,0.335,Jupiter,2.94,8.1,0.13,Radial Velocity,np
HD 96063 b,457.0,8.21,Gas Giant,2011,1.27,Jupiter,1.22,Jupiter,1.11,0.9924709,0.17,Radial Velocity,jupi
HD 96127 b,1917.0,7.40521,Gas Giant,2011,20.96,Jupiter,1.08,Jupiter,1.42,1.8,0.3,Radial Velocity,jupi
HD 96992 b,1292.0,8.57,Gas Giant,2021,1.14,Jupiter,1.22,Jupiter,1.24,1.4,0.41,Radial Velocity,jupi
HD 97048 b,600.0,8.44,Gas Giant,2019,2.5,Jupiter,1.18,Jupiter,130.0,957.3,0.0,Disk Kinematics,jupi
HD 97658 b,70.0,7.76,Super Earth,2010,8.3,Earth,2.12,Earth,0.0805,0.026009582,0.05,Radial Velocity,sat
HD 99706 c,478.0,7.65,Gas Giant,2018,5.69,Jupiter,1.14,Jupiter,,3.5,0.41,Radial Velocity,jupi
HIP 107772 b,77.0,10.56,Neptune-like,2020,12.9,Earth,0.325,Jupiter,0.243,0.15112936,0.18,Radial Velocity,np
HIP 109384 b,192.0,9.61,Gas Giant,2016,1.56,Jupiter,1.21,Jupiter,1.134,1.3675565,0.55,Radial Velocity,jupi
HIP 109600 b,216.0,9.18,Gas Giant,2016,2.68,Jupiter,1.18,Jupiter,0.706,0.6354552,0.16,Radial Velocity,jupi
HIP 12961 b,76.0,10.25,Gas Giant,2010,0.36,Jupiter,1.18,Jupiter,0.25,0.15715264,0.17,Radial Velocity,jupi
HIP 14810 d,165.0,8.520001,Gas Giant,2009,0.59,Jupiter,1.26,Jupiter,1.94,2.7,0.19,Radial Velocity,jupi
HIP 21152 b,142.0,6.37009,Gas Giant,2022,24.0,Jupiter,1.07,Jupiter,17.0,60.3,0.36,Direct Imaging,jupi
HIP 35965 b,164.0,10.18,Gas Giant,2022,8.01555,Jupiter,1.12,Jupiter,16.015432,71.6,0.14,Radial Velocity,jupi
HIP 41378 f,347.0,8.93,Gas Giant,2016,0.233,Jupiter,0.91,Jupiter,,3.0,0.0,Transit,jupi
HIP 48714 b,34.0,8.99,Neptune-like,2020,22.9,Earth,0.456,Jupiter,0.112,0.04873374,0.5,Radial Velocity,np
HIP 5158 c,168.0,10.16,Gas Giant,2011,15.04,Jupiter,1.09,Jupiter,7.7,24.7,0.14,Radial Velocity,jupi
HIP 54373 c,61.0,10.38,Neptune-like,2019,12.44,Earth,0.318,Jupiter,0.099,0.041341547,0.2,Radial Velocity,np
HIP 55507 b,83.0,9.8,Gas Giant,2022,8.25957,Jupiter,1.12,Jupiter,5.055931,14.1,0.36,Radial Velocity,jupi
HIP 56640 b,399.0,7.94,Gas Giant,2021,6.76984,Jupiter,1.13,Jupiter,4.550828,7.3,0.12,Radial Velocity,jupi
HIP 57274 d,84.0,8.97,Gas Giant,2011,0.5267,Jupiter,1.27,Jupiter,1.01,1.1819302,0.27,Radial Velocity,jupi
HIP 67537 b,379.0,6.43,Gas Giant,2017,13.5584,Jupiter,1.1,Jupiter,4.818835,6.9,0.59,Radial Velocity,jupi
HIP 70849 b,78.0,10.421,Gas Giant,2009,9.0,Jupiter,1.12,Jupiter,20.25,47.5,0.72,Radial Velocity,jupi
HIP 71135 b,105.0,10.53,Neptune-like,2019,18.8,Earth,0.406,Jupiter,0.335,0.23874058,0.21,Radial Velocity,np
HIP 75092 b,266.0,7.11,Gas Giant,2021,1.79,Jupiter,1.2,Jupiter,2.02,2.5,0.42,Radial Velocity,jupi
HIP 79098 AB b,476.0,5.86,Gas Giant,2019,20.5,Jupiter,1.08,Jupiter,345.0,3311.0,0.0,Direct Imaging,jupi
HIP 79431 b,47.0,11.394,Gas Giant,2009,2.1,Jupiter,1.19,Jupiter,0.36,0.30581793,0.29,Radial Velocity,jupi
HIP 86221 b,96.0,9.25,Gas Giant,2021,0.71,Jupiter,1.25,Jupiter,0.031,0.006023272,0.09,Radial Velocity,jupi
HIP 90988 b,307.0,7.75,Gas Giant,2021,2.09892,Jupiter,1.19,Jupiter,1.359652,1.2476386,0.08,Radial Velocity,jupi
HIP 948 b,114.0,9.92,Gas Giant,2022,20.17031,Jupiter,1.08,Jupiter,14.91853,68.4,0.23,Radial Velocity,jupi
HIP 97166 c,215.0,9.92,Neptune-like,2021,9.9,Earth,0.278,Jupiter,0.124,0.04599589,0.25,Radial Velocity,np
HR 2562 b,111.0,6.11,Gas Giant,2016,30.0,Jupiter,1.11,Jupiter,20.3,80.3,0.0,Direct Imaging,jupi
HR 5183 b,103.0,6.33432,Gas Giant,2019,3.23,Jupiter,1.17,Jupiter,18.0,74.0,0.84,Radial Velocity,jupi
HR 810 b,56.0,5.4,Gas Giant,1999,2.27,Jupiter,1.19,Jupiter,0.92,0.82902116,0.14,Radial Velocity,jupi
HR 858 d,104.0,6.38,Neptune-like,2019,5.32,Earth,2.164,Earth,0.1027,0.030663928,0.28,Transit,np
HR 8799 e,135.0,5.98,Gas Giant,2010,10.0,Jupiter,1.17,Jupiter,16.4,57.0,0.15,Direct Imaging,jupi
HU Aquarii AB c,627.0,16.183,Gas Giant,2011,4.5,Jupiter,1.15,Jupiter,5.4,12.0,0.51,Eclipse Timing Variations,jupi
IC 4651 9122 b,2803.0,10.909,Gas Giant,2018,6.3,Jupiter,1.14,Jupiter,2.038,2.0,0.18,Radial Velocity,jupi
K2-100 b,616.0,10.651,Neptune-like,2016,21.8,Earth,0.346,Jupiter,0.0301,0.0046543465,0.0,Transit,np
K2-104 b,617.0,15.989,Super Earth,2016,3.86,Earth,1.79,Earth,0.0242,0.0054757018,0.09,Transit,sat
K2-108 b,1557.0,12.339,Gas Giant,2017,0.18689,Jupiter,0.476,Jupiter,0.0581,0.012867898,0.18,Transit,jupi
K2-114 b,1552.0,14.55,Gas Giant,2017,2.01,Jupiter,0.932,Jupiter,0.0943,0.031211497,0.08,Transit,jupi
K2-116 b,161.0,10.8,Terrestrial,2017,0.257,Earth,0.69,Earth,0.048,0.012867898,0.06,Transit,mars
K2-117 c,332.0,14.639,Super Earth,2017,4.9,Earth,2.06,Earth,0.0492,0.014784395,0.15,Transit,sat
K2-119 b,1193.0,14.818,Neptune-like,2017,6.94,Earth,0.226,Jupiter,0.0698,0.021081451,0.07,Transit,np
K2-11 b,1074.0,13.409,Gas Giant,2015,0.14,Jupiter,0.674,Jupiter,0.2257,0.10924025,0.0,Transit,jupi
K2-120 b,944.0,14.092,Super Earth,2017,4.7,Earth,2.01,Earth,0.078,0.026283368,0.14,Transit,sat
K2-122 b,235.0,13.105,Super Earth,2017,1.65,Earth,1.16,Earth,0.0373,0.006023272,0.21,Transit,sat
K2-124 b,458.0,16.692,Neptune-like,2017,8.75,Earth,0.259,Jupiter,0.049,0.017522246,0.08,Transit,np
K2-125 b,405.0,16.4,Neptune-like,2017,5.39,Earth,2.18,Earth,0.121,0.059685145,0.08,Transit,np
K2-126 b,336.0,12.759,Super Earth,2017,4.54,Earth,1.97,Earth,0.0656,0.020260096,0.06,Transit,sat
K2-127 b,2316.0,15.041,Gas Giant,2017,0.167,Jupiter,0.747,Jupiter,0.0411,0.009856262,0.12,Transit,jupi
K2-128 b,374.0,12.58,Super Earth,2017,2.6,Earth,1.42,Earth,0.056,0.015605749,0.23,Transit,sat
K2-129 b,91.0,13.639,Super Earth,2017,1.12,Earth,1.04,Earth,0.057,0.022450376,0.13,Transit,sat
K2-131 b,497.0,12.129,Super Earth,2017,6.3,Earth,1.5,Earth,0.0095,0.0010951404,0.0,Transit,sat
K2-136 d,193.0,11.101,Super Earth,2017,2.7,Earth,1.45,Earth,,0.07008898,0.14,Transit,sat
K2-139 b,502.0,11.652,Gas Giant,2017,0.387,Jupiter,0.813,Jupiter,0.1796,0.07775496,0.12,Transit,jupi
K2-140 b,1135.0,12.727,Gas Giant,2017,0.93,Jupiter,1.21,Jupiter,0.068,0.018069815,0.0,Transit,jupi
K2-141 c,202.0,11.454,Neptune-like,2018,7.4,Earth,0.624,Jupiter,,0.021081451,0.0,Transit,np
K2-146 c,259.0,16.7,Super Earth,2019,7.49,Earth,2.19,Earth,0.0327,0.0109514035,0.08,Transit,sat
K2-147 b,295.0,14.044,Terrestrial,2018,0.315,Earth,0.73,Earth,0.0159,0.0027378509,0.0,Transit,mars
K2-14 b,1188.0,15.78,Neptune-like,2015,20.7,Earth,0.429,Jupiter,0.0627,0.022997946,0.14,Transit,np
K2-150 b,334.0,15.784,Super Earth,2018,4.66,Earth,2.0,Earth,0.0727,0.02902122,0.0,Transit,sat
K2-151 b,227.0,14.175,Super Earth,2018,2.83,Earth,1.49,Earth,0.0373,0.010403832,0.0,Transit,sat
K2-153 b,467.0,14.96,Super Earth,2018,4.66,Earth,2.0,Earth,0.0614,0.02053388,0.0,Transit,sat
K2-155 d,237.0,12.773,Super Earth,2018,4.27,Earth,1.9,Earth,0.1937,0.111430526,0.0,Transit,sat
K2-156 b,490.0,13.4,Super Earth,2018,1.37,Earth,1.1,Earth,0.0149,0.0021902807,0.0,Transit,sat
K2-15 b,1611.0,14.758,Neptune-like,2015,6.71,Earth,0.221,Jupiter,0.091,0.03230664,0.0,Transit,np
K2-160 b,1029.0,12.838,Neptune-like,2018,10.2,Earth,0.284,Jupiter,,0.010130048,0.0,Transit,np
K2-165 d,439.0,11.332,Neptune-like,2018,7.5,Earth,0.236,Jupiter,,0.038603697,0.0,Transit,np
K2-167 b,264.0,8.24,Neptune-like,2018,5.75,Earth,0.202,Jupiter,0.0999,0.027378507,0.41,Transit,np
K2-168 b,796.0,12.365,Super Earth,2018,4.12,Earth,1.86,Earth,,0.043531828,0.0,Transit,sat
K2-169 b,769.0,12.23,Super Earth,2018,2.16,Earth,1.273,Earth,,0.017522246,0.0,Transit,sat
K2-171 b,1977.0,12.745,Neptune-like,2018,7.69,Earth,0.24,Jupiter,,0.015331964,0.0,Transit,np
K2-172 c,815.0,12.5,Neptune-like,2018,10.4,Earth,0.286,Jupiter,,0.08104038,0.0,Transit,np
K2-174 b,326.0,12.456,Neptune-like,2018,7.27,Earth,0.232,Jupiter,0.126,0.053661875,0.0,Transit,np
K2-176 b,807.0,12.909,Super Earth,2018,2.83,Earth,1.491,Earth,,0.01451061,0.0,Transit,sat
K2-178 b,701.0,12.382,Neptune-like,2018,12.4,Earth,0.317,Jupiter,,0.023819301,0.0,Transit,np
K2-179 b,622.0,12.939,Neptune-like,2018,6.86,Earth,0.224,Jupiter,,0.014236824,0.0,Transit,np
K2-17 b,408.0,13.411,Neptune-like,2015,5.6,Earth,2.23,Earth,0.119,0.049281314,0.18,Transit,np
K2-187 e,1079.0,13.102,Super Earth,2018,4.27,Earth,1.9,Earth,0.1106,0.037234772,0.0,Transit,sat
K2-189 c,790.0,12.398,Neptune-like,2018,6.8,Earth,0.223,Jupiter,0.068,0.0183436,0.0,Transit,np
K2-190 c,524.0,11.138,Super Earth,2018,1.34,Earth,1.093,Earth,,0.05913758,0.0,Transit,sat
K2-193 b,1344.0,13.341,Neptune-like,2018,14.8,Earth,0.352,Jupiter,0.1184,0.04052019,0.0,Transit,np
K2-196 b,1908.0,12.241,Neptune-like,2018,12.6,Earth,0.321,Jupiter,,0.1322382,0.0,Transit,np
K2-199 c,351.0,12.358,Neptune-like,2018,12.4,Earth,0.254,Jupiter,0.0662,0.020260096,0.03,Transit,np
K2-200 b,601.0,12.428,Super Earth,2018,2.43,Earth,1.364,Earth,,0.007665982,0.0,Transit,sat
K2-204 b,1883.0,12.985,Neptune-like,2018,9.51,Earth,0.272,Jupiter,,0.01943874,0.0,Transit,np
K2-205 b,1322.0,12.45,Super Earth,2018,4.64,Earth,1.996,Earth,,0.07310062,0.0,Transit,sat
K2-206 b,797.0,13.084,Neptune-like,2018,8.22,Earth,0.249,Jupiter,,0.050102666,0.0,Transit,np
K2-207 b,1184.0,13.175,Neptune-like,2018,7.3,Earth,0.232,Jupiter,,0.034223136,0.0,Transit,np
K2-208 b,838.0,12.577,Super Earth,2018,3.46,Earth,1.679,Earth,,0.011498973,0.0,Transit,sat
K2-211 b,888.0,13.1547,Super Earth,2018,2.24,Earth,1.3,Earth,,0.0019164955,0.0,Transit,sat
K2-218 b,1285.0,12.92,Neptune-like,2018,7.13,Earth,0.229,Jupiter,,0.023819301,0.0,Transit,np
K2-21 c,273.0,12.851,Super Earth,2015,6.76,Earth,0.222,Jupiter,0.107,0.042436685,0.21,Transit,sat
K2-220 b,762.0,11.873,Neptune-like,2018,6.3,Earth,0.213,Jupiter,0.1104,0.037508555,0.0,Transit,np
K2-221 b,1040.0,12.571,Super Earth,2018,3.46,Earth,1.679,Earth,,0.006570842,0.0,Transit,sat
K2-222 b,331.0,9.543,Neptune-like,2018,6.3,Earth,0.213,Jupiter,0.1211,0.042162903,0.0,Transit,np
K2-223 c,648.0,11.443,Super Earth,2018,2.86,Earth,1.5,Earth,0.0549,0.012594113,0.0,Transit,sat
K2-224 c,898.0,12.7,Neptune-like,2018,6.39,Earth,0.215,Jupiter,0.0886,0.027652293,0.0,Transit,np
K2-228 b,422.0,13.028,Super Earth,2018,1.92,Earth,1.21,Earth,0.0338,0.0073921974,0.0,Transit,sat
K2-229 c,335.0,10.985,Super Earth,2018,21.3,Earth,2.03,Earth,0.0769,0.022724163,0.0,Transit,sat
K2-22 b,795.0,15.565,Neptune-like,2015,1.4,Jupiter,0.205,Jupiter,0.009,0.0010951404,0.19,Transit,np
K2-230 b,1764.0,12.789,Super Earth,2018,4.5,Earth,1.96,Earth,0.0409,0.007939767,0.0,Transit,sat
K2-233 d,220.0,10.883,Super Earth,2018,21.14,Earth,0.21,Jupiter,0.15224,0.06680356,0.1999,Transit,sat
K2-239 d,101.0,14.632,Super Earth,2018,1.37,Earth,1.1,Earth,0.0685,0.027652293,0.0,Transit,sat
K2-240 c,238.0,13.372,Super Earth,2018,3.89,Earth,1.8,Earth,0.1159,0.056125943,0.0,Transit,sat
K2-241 b,488.0,11.97,Neptune-like,2018,7.04,Earth,0.227,Jupiter,0.1567,0.0733744,0.0,Transit,np
K2-242 b,356.0,16.414,Neptune-like,2018,6.99,Earth,0.227,Jupiter,0.0494,0.01779603,0.0,Transit,np
K2-243 c,871.0,10.971,Super Earth,2018,4.7,Earth,2.01,Earth,0.1817,0.068172485,0.0,Transit,sat
K2-244 b,694.0,11.78,Super Earth,2018,3.71,Earth,1.75,Earth,0.1418,0.057768654,0.0,Transit,sat
K2-246 b,2295.0,14.792,Neptune-like,2018,12.0,Earth,0.311,Jupiter,0.0602,0.015879534,0.0,Transit,np
K2-247 c,842.0,14.857,Neptune-like,2018,5.43,Earth,2.19,Earth,0.0615,0.01779603,0.0,Transit,np
K2-248 b,1325.0,13.497,Neptune-like,2018,7.13,Earth,0.229,Jupiter,0.0699,0.019712524,0.0,Transit,np
K2-24 c,556.0,11.275,Neptune-like,2016,15.4,Earth,0.669,Jupiter,0.247,0.11581109,0.07,Transit,np
K2-251 b,480.0,15.66,Neptune-like,2018,6.12,Earth,0.21,Jupiter,0.0694,0.025462013,0.0,Transit,np
K2-253 b,2859.0,15.002,Gas Giant,2018,,,1.13,Jupiter,0.0506,0.0109514035,0.0,Transit,jupi
K2-254 c,743.0,14.238,Neptune-like,2018,5.43,Earth,2.19,Earth,0.0923,0.033127997,0.0,Transit,np
K2-255 b,625.0,13.662,Neptune-like,2018,8.75,Earth,0.259,Jupiter,0.0274,0.0054757018,0.0,Transit,np
K2-256 b,1842.0,14.954,Neptune-like,2018,7.41,Earth,0.235,Jupiter,0.0578,0.015058179,0.0,Transit,np
K2-259 b,1358.0,12.511,Neptune-like,2018,5.99,Earth,0.207,Jupiter,0.1271,0.042436685,0.0,Transit,np
K2-265 b,452.0,11.187,Super Earth,2018,6.54,Earth,1.71,Earth,0.03376,0.006570842,0.08,Transit,sat
K2-272 b,1380.0,13.872,Neptune-like,2018,9.96,Earth,0.279,Jupiter,0.1007,0.039698835,0.0,Transit,np
K2-273 b,1005.0,13.246,Neptune-like,2018,9.53,Earth,0.272,Jupiter,0.0729,0.032032855,0.0,Transit,np
K2-278 b,2565.0,13.446,Neptune-like,2018,9.17,Earth,0.266,Jupiter,0.0488,0.009034907,0.0,Transit,np
K2-279 b,597.0,11.491,Super Earth,2018,1.92,Earth,1.21,Earth,0.067,0.01943874,0.0,Transit,sat
K2-27 b,814.0,12.689,Neptune-like,2016,30.9,Earth,0.4,Jupiter,0.06702,0.018617386,0.25,Transit,np
K2-280 b,1277.0,12.524,Neptune-like,2018,37.1,Earth,0.669,Jupiter,0.1461,0.05448323,0.35,Transit,np
K2-281 b,1494.0,15.048,Gas Giant,2018,0.16,Jupiter,0.73,Jupiter,0.0773,0.023819301,0.0,Transit,jupi
K2-282 b,1619.0,14.21,Neptune-like,2018,6.8,Earth,0.223,Jupiter,0.0499,0.011498973,0.0,Transit,np
K2-284 b,350.0,13.265,Neptune-like,2018,8.15,Earth,0.248,Jupiter,0.04771,0.013141684,0.08,Transit,np
K2-285 e,505.0,12.075,Neptune-like,2018,10.7,Earth,1.95,Earth,0.18041,0.04052019,0.0,Transit,np
K2-286 b,248.0,12.881,Neptune-like,2018,5.06,Earth,2.1,Earth,0.1768,0.07501711,0.0,Transit,np
K2-287 b,516.0,11.41,Gas Giant,2018,0.315,Jupiter,0.847,Jupiter,0.1206,0.040793974,0.48,Transit,jupi
K2-288 B b,214.0,13.868,Super Earth,2018,4.27,Earth,1.9,Earth,0.164,0.08596852,0.0,Transit,sat
K2-289 b,895.0,14.81,Gas Giant,2019,0.192,Jupiter,0.812,Jupiter,0.107,0.03613963,0.0,Transit,jupi
K2-290 c,890.0,11.114,Gas Giant,2019,0.774,Jupiter,1.006,Jupiter,0.305,0.13251199,0.0,Transit,jupi
K2-291 b,294.0,10.014,Super Earth,2019,6.49,Earth,1.589,Earth,0.03261,0.006023272,0.0,Transit,sat
K2-292 b,373.0,9.885,Neptune-like,2019,24.5,Earth,0.235,Jupiter,0.13,0.046543464,0.04,Transit,np
K2-293 b,1280.0,13.44,Neptune-like,2019,6.57,Earth,0.219,Jupiter,,0.035865847,0.0,Transit,np
K2-294 b,1217.0,12.649,Super Earth,2019,3.39,Earth,1.66,Earth,,0.0068446267,0.0,Transit,sat
K2-29 b,582.0,12.532,Gas Giant,2016,0.73,Jupiter,1.19,Jupiter,0.04217,0.009034907,0.07,Transit,jupi
K2-30 b,1086.0,13.547,Gas Giant,2016,0.579,Jupiter,1.039,Jupiter,0.04839,0.011225188,0.0,Transit,jupi
K2-317 b,575.0,17.74,Neptune-like,2020,8.91,Earth,0.261,Jupiter,0.0542,0.016974675,0.0,Transit,np
K2-318 b,482.0,15.8,Super Earth,2020,3.39,Earth,1.66,Earth,0.0911,0.019164955,0.0,Transit,sat
K2-319 b,682.0,12.213,Neptune-like,2020,8.2,Earth,0.249,Jupiter,0.1516,0.07310062,0.0,Transit,np
K2-320 b,355.0,17.81,Neptune-like,2020,7.37,Earth,0.234,Jupiter,0.0142,0.0054757018,0.0,Transit,np
